Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021,IMD decile,Constituency Code 2024,Constituency Name 2024,Property Type
E18 2JH,Yes,51.593666,0.019620,539994,190245,TQ399902,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",10,5,"Greater London","Redbridge","Redbridge 007G","Urban major conurbation",London,51,4,E01003674,,E02000757,"South Woodford High Road",E43000216,E00018495,E14000634,25801,1,0,2024-05-24,"South Woodford",0.620706,E,E18,"Metropolitan Police","Thames Water",9F32H2V9+FR,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10094819109,10094821330,10096143638,10096143639,10096143640,10096143646,10096143647,100022253421,100022253422,100022253423,100022253424,100022253425,100023683399,200001697175",31.1541,E01003674,"Redbridge 007G",E02000757,"South Woodford High Road",E00018495,8,E14001334,"Leyton and Wanstead",Flat
E18 2JJ,Yes,51.594981,0.021555,540124,190395,TQ401903,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",2005-01-01,,"Redbridge, unparished area","",110,57,"Greater London","Redbridge","Redbridge 007F","Urban major conurbation",London,48,4,E01003673,,E02000757,"South Woodford High Road",E43000216,E00175149,E14000634,23653,1,0,2024-05-24,"South Woodford",0.582747,E,E18,"Metropolitan Police","Thames Water",9F32H2VC+XJ,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013586424,10013586425,10013586426,10013586427,10013586428,10013586429,10013586430,10013586431,10013586432,10013586433,10013586434,10013586435,10013586436,10013586437,10013586438,10013586439,10034927619,10034927620,10034927621,10034927622,10034927623,10034927624,10034927625,10034927626,10034927627,10034927628,10034927629,10034927630,10034927631,10034927632,10034927633,10034927634,10034927635,10034927636,10034927637,10034927638,10034927639,10034927640,10034927641,10034927642,10034927643,10034927644,10034927645,10034927646,10034927647,10034927648,10034927649,10034927650,10034927651,10034927652,10034927653,10034927654,10034927655,10034927656,10034927657,10034927658,10034927659,10034927660,10093040385,10094822625,10096146480,10096146481,10096146482,10096146483,10096146484,10096146485,10096146486,10096146487,10096146488,10096146489",31.1102,E01003673,"Redbridge 007F",E02000757,"South Woodford High Road",E00175149,8,E14001334,"Leyton and Wanstead",Flat
E18 2JL,Yes,51.594761,0.020345,540041,190368,TQ400903,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",90,42,"Greater London","Redbridge","Redbridge 007F","Urban major conurbation",London,49,4,E01003673,,E02000757,"South Woodford High Road",E43000216,E00175177,E14000634,23653,1,0,2024-05-24,"South Woodford",0.634203,E,E18,"Metropolitan Police","Thames Water",9F32H2VC+W4,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023773320,10025175164,10025572871,10034917863,10034917864,10034917865,10034917866,10090506148,10094821679,100022254732,100022254733,100022254734,100022254735,100022254736,100022254737,100022254738,100022254739,100022254740,100022254741,100022254742,100022254743,100022254744,100022254745,100022254746,100022254747,100022254748,100022254749,100022254750,100022254751,100022254752,100022254753,100022254754,100022254755,100022254756,100022254757,100022254758,100022254759,100022254760,100022254761,100022254762,100022987318",31.1706,E01003673,"Redbridge 007F",E02000757,"South Woodford High Road",E00175177,8,E14001334,"Leyton and Wanstead",Semi-detached
E18 2JQ,Yes,51.593585,0.021176,540102,190239,TQ401902,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",86,45,"Greater London","Redbridge","Redbridge 007G","Urban major conurbation",London,47,4,E01003674,,E02000757,"South Woodford High Road",E43000216,E00018495,E14000634,25801,1,0,2024-05-24,"South Woodford",0.518876,E,E18,"Metropolitan Police","Thames Water",9F32H2VC+CF,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023773027,100022253376,100022253377,100022253378,100022253379,100022253380,100022253381,100022253382,100022253383,100022253384,100022253385,100022253386,100022253387,100022253388,100022253389,100022253390,100022253391,100022253392,100022253393,100022253394,100022253395,100022253396,100022253397,100022253398,100022253399,100022253400,100022253401,100022253402,100022253403,100022253404,100022253405,100022253406,100022253407,100022253408,100022253409,100022253410,100022253411,100022253412,100022253413,100022253414,100022253415,100022253416,100022253417,100022253418,100022253419,100023683398",31.0561,E01003674,"Redbridge 007G",E02000757,"South Woodford High Road",E00018495,8,E14001334,"Leyton and Wanstead",Flat
E18 2JR,Yes,51.594239,0.018791,539935,190307,TQ399903,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",38,19,"Greater London","Redbridge","Redbridge 007F","Urban major conurbation",London,53,4,E01003673,,E02000757,"South Woodford High Road",E43000216,E00175177,E14000634,23653,1,0,2024-05-24,"South Woodford",0.698762,E,E18,"Metropolitan Police","Thames Water",9F32H2V9+MG,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023189613,10023193003,10023771355,10023771515,10023772284,10034909594,10034930262,10034930263,10034930264,10094820328,10094820329,100022253146,100022253147,100022253148,100022253149,100022253154",31.2352,E01003673,"Redbridge 007F",E02000757,"South Woodford High Road",E00175177,8,E14001334,"Leyton and Wanstead",Flat
E18 2JS,Yes,51.593612,0.020643,540065,190241,TQ400902,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1997-12-01,,"Redbridge, unparished area","",17,11,"Greater London","Redbridge","Redbridge 007G","Urban major conurbation",London,49,4,E01003674,,E02000757,"South Woodford High Road",E43000216,E00018495,E14000634,25801,1,0,2024-05-24,"South Woodford",0.553469,E,E18,"Metropolitan Police","Thames Water",9F32H2VC+C7,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","100022987270,100022987271,100022987272,100022987273,100022987274,100022987275,100022987276,100022987277,100022987278,100022987279,100022987280,100022987296,100023683395",31.0896,E01003674,"Redbridge 007G",E02000757,"South Woodford High Road",E00018495,8,E14001334,"Leyton and Wanstead",Flat
E18 2JT,Yes,51.594981,0.021555,540124,190395,TQ401903,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",2005-01-01,,"Redbridge, unparished area","",116,57,"Greater London","Redbridge","Redbridge 007F","Urban major conurbation",London,48,4,E01003673,,E02000757,"South Woodford High Road",E43000216,E00175149,E14000634,23653,1,0,2024-05-24,"South Woodford",0.582747,E,E18,"Metropolitan Police","Thames Water",9F32H2VC+XJ,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023771995,10034927561,10034927562,10034927563,10034927564,10034927565,10034927566,10034927567,10034927568,10034927569,10034927570,10034927571,10034927572,10034927573,10034927574,10034927575,10034927576,10034927577,10034927578,10034927579,10034927580,10034927581,10034927582,10034927583,10034927584,10034927585,10034927586,10034927587,10034927588,10034927589,10034927590,10034927591,10034927592,10034927593,10034927594,10034927595,10034927596,10034927597,10034927598,10034927599,10034927600,10034927601,10034927602,10034927603,10034927604,10034927605,10034927606,10034927607,10034927608,10034927609,10034927610,10034927611,10034927612,10034927613,10034927614,10034927615,10034927616,10034927617,10034927618,10034932900",31.1102,E01003673,"Redbridge 007F",E02000757,"South Woodford High Road",E00175149,8,E14001334,"Leyton and Wanstead",Flat
E18 2JU,Yes,51.595292,0.020761,540068,190428,TQ400904,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",2005-07-01,,"Redbridge, unparished area","",56,38,"Greater London","Redbridge","Redbridge 007F","Urban major conurbation",London,49,4,E01003673,,E02000757,"South Woodford High Road",E43000216,E00175177,E14000634,23653,1,0,2024-05-24,"South Woodford",0.646887,E,E18,"Metropolitan Police","Thames Water",9F32H2WC+48,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023774255,10025175166,10034909624,10034909625,10034909626,10034909627,10034909628,10034909629,10034909630,10034909631,10034909632,10034909633,10034909634,10034909635,10034909636,10034909637,10034909638,10034909639,10034909640,10034909641,10034909642,10034909643,10034909644,10034909645,10034909646,10034909647,10034909648,10034909649,10034909650,10034909651,10034909652,10034909653,10034909654,10034909655,10034909656,10034909657,10034909658,10034909659,10034909660,10034909661,10034909662,10034909663,10034932894,10093040796,10093040797,10093040798,10093040799,10093040800,10093040801",31.175,E01003673,"Redbridge 007F",E02000757,"South Woodford High Road",E00175177,8,E14001334,"Leyton and Wanstead",Flat
E18 2JX,Yes,51.594599,0.017640,539854,190345,TQ398903,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",30,20,"Greater London","Redbridge","Redbridge 007F","Urban major conurbation",London,56,4,E01003673,,E02000757,"South Woodford High Road",E43000216,E00175177,E14000634,23653,1,0,2024-05-24,"South Woodford",0.787693,E,E18,"Metropolitan Police","Thames Water",9F32H2V9+R3,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10034909623,100022250819,100022250822,100022250823,100022250824,100022250825,100022250826,100022250827,100022250828,100022250829,100022250830,100022250831,100022987392,100022987393,100022987828,100022987829,100022987830,100023683392",31.3241,E01003673,"Redbridge 007F",E02000757,"South Woodford High Road",E00175177,8,E14001334,"Leyton and Wanstead",Flat
E18 2JY,Yes,51.595645,0.014308,539620,190455,TQ396904,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",73,27,"Greater London","Redbridge","Redbridge 007F","Urban major conurbation",London,60,4,E01003673,,E02000757,"South Woodford High Road",E43000216,E00018480,E14000634,23653,1,0,2024-05-24,"South Woodford",1.04534,E,E18,"Metropolitan Police","Thames Water",9F32H2W7+7P,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023188825,10023192541,10023192542,10023192545,10023771226,10023771570,10024422425,10034909585,10034909622,10034927712,10034927713,10034927714,10034927715,10034927716,10034927717,10034927718,10034927725,10034930287,10034930288,10034930292,10034932671,10090503238,10093035871,10093035872,10094821711,10094822923,10094822924,10096143440,100022253481,100022253482,100022253484,100022253485,100022253486,100022253487,100022253488,100022253492,100022253493,100022253496,100022253497,100022253498,100022253499,100022253500,100022253501,100022988087,100022988088,100022988207,100023684607",31.5815,E01003673,"Redbridge 007F",E02000757,"South Woodford High Road",E00018480,8,E14001167,"Chingford and Woodford Green",Terraced
E18 2JZ,Yes,51.594632,0.016775,539794,190347,TQ397903,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",25,17,"Greater London","Redbridge","Redbridge 007F","Urban major conurbation",London,57,4,E01003673,,E02000757,"South Woodford High Road",E43000216,E00018494,E14000634,23653,1,0,2024-05-24,"South Woodford",0.843483,E,E18,"Metropolitan Police","Thames Water",9F32H2V8+VP,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10034909591,10034909592,10034909593,10034927689,10034927690,10090506071,100022260471,100022260472,100022260473,100022260474,100022260475,100022260476,100022260477,100022260478,100022260479,100022260480,100022988147,100022988148,100023683421,100023683422",31.3779,E01003673,"Redbridge 007F",E02000757,"South Woodford High Road",E00018494,8,E14001334,"Leyton and Wanstead",Flat
E18 2LE,Yes,51.594694,0.012718,539513,190346,TQ395903,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",49,20,"Greater London","Redbridge","Redbridge 007F","Urban major conurbation",London,58,4,E01003673,,E02000757,"South Woodford High Road",E43000216,E00018494,E14000634,23653,1,0,2024-05-24,"South Woodford",1.10747,E,E18,"Metropolitan Police","Thames Water",9F32H2V7+V3,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023189383,10023192695,10023773582,10025573505,10094819018,10094819019,10094819020,10094819021,10094819022,100022253155,100022253156,100022253157,100022253158,100022253159,100022253160,100022253161,100022253162,100022253163,100022253164,100022253165,100022253166,100022253167,100022253168,100022253169,100022253170,100022253171,100022253172,100022253173,100022253174,100022253175",31.6254,E01003673,"Redbridge 007F",E02000757,"South Woodford High Road",E00018494,8,E14001334,"Leyton and Wanstead",Terraced
E18 2LG,Yes,51.596837,0.012960,539523,190585,TQ395905,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",111,40,"Greater London","Redbridge","Redbridge 007F","Urban major conurbation",London,64,4,E01003673,,E02000757,"South Woodford High Road",E43000216,E00018488,E14000634,23653,1,0,2024-05-24,"South Woodford",1.18935,E,E18,"Metropolitan Police","Thames Water",9F32H2W7+P5,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023773114,10025164475,10025173963,10025292454,10025482250,10034909608,10034909609,100022257325,100022257327,100022257329,100022257331,100022257333,100022257335,100022257337,100022257340,100022257342,100022257344,100022257346,100022257348,100022257350,100022257352,100022257356,100022257358,100022257360,100022257365,100022257367,100022257369,100022257371,100022257373,100022257375,100022257378,100022257380,100022257382,100022257384,100022257386,100022257388,100022257391,100022257394,100022257396,100022257398,100022257400,100022257402,100022257403,100022257405,100022257407,100022987394,200001423269,200001434843,200001434847",31.7278,E01003673,"Redbridge 007F",E02000757,"South Woodford High Road",E00018488,8,E14001167,"Chingford and Woodford Green",Terraced
E18 2LJ,Yes,51.597198,0.013452,539556,190626,TQ395906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",171,68,"Greater London","Redbridge","Redbridge 007F","Urban major conurbation",London,64,4,E01003673,,E02000757,"South Woodford High Road",E43000216,E00018488,E14000634,23653,1,0,2024-05-24,"South Woodford",1.18075,E,E18,"Metropolitan Police","Thames Water",9F32H2W7+V9,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023772108,10023773479,10023773694,100022257324,100022257328,100022257330,100022257332,100022257334,100022257341,100022257343,100022257345,100022257347,100022257349,100022257351,100022257353,100022257354,100022257355,100022257357,100022257359,100022257361,100022257362,100022257363,100022257364,100022257366,100022257368,100022257370,100022257372,100022257374,100022257376,100022257377,100022257379,100022257381,100022257383,100022257385,100022257387,100022257389,100022257390,100022257392,100022257393,100022257395,100022257397,100022257399,100022257401,100022257404,100022257406,100022257408,100022257409,100022257410,100022257411,100022257412,100022257413,100022257414,100022257415,100022257416,100022257417,100022257418,100022257419,100022257420,100022257421,100022257423,100022257424,100022257425,100022257426,100022257427,100022257428,100022257429,100022987396,100022987397,100022987398,100023683411,200002053015",31.7181,E01003673,"Redbridge 007F",E02000757,"South Woodford High Road",E00018488,8,E14001167,"Chingford and Woodford Green",Terraced
E18 2LL,Yes,51.597232,0.014060,539598,190631,TQ395906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",150,62,"Greater London","Redbridge","Redbridge 007F","Urban major conurbation",London,63,4,E01003673,,E02000757,"South Woodford High Road",E43000216,E00018480,E14000634,23653,1,0,2024-05-24,"South Woodford",1.14748,E,E18,"Metropolitan Police","Thames Water",9F32H2W7+VJ,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10015446892,10023189659,10023189690,10025164473,10090505266,10093040509,100022260013,100022260016,100022260019,100022260022,100022260025,100022260027,100022260029,100022260031,100022260032,100022260034,100022260036,100022260038,100022260040,100022260042,100022260044,100022260046,100022260048,100022260050,100022260052,100022260054,100022260056,100022260058,100022260060,100022260062,100022260064,100022260066,100022260068,100022260070,100022260072,100022260074,100022260076,100022260078,100022260080,100022260082,100022260084,100022260085,100022260087,100022260089,100022260093,100022260095,100022260097,100022260099,100022260101,100022260103,100022260105,100022260107,100022260109,100022260111,100022260113,100022260115,100022260117,100022260119,100022260121,100022260122,100022260123,100022260124,100022260125,100022260126,100022260129,100022260130,100022260131,100022260133,100022260134,100022260135,100022987399,100022987400,100023683420",31.6835,E01003673,"Redbridge 007F",E02000757,"South Woodford High Road",E00018480,8,E14001167,"Chingford and Woodford Green",Terraced
E18 2LN,Yes,51.597099,0.014488,539628,190617,TQ396906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",133,57,"Greater London","Redbridge","Redbridge 007F","Urban major conurbation",London,63,4,E01003673,,E02000757,"South Woodford High Road",E43000216,E00018489,E14000634,23653,1,0,2024-05-24,"South Woodford",1.11469,E,E18,"Metropolitan Police","Thames Water",9F32H2W7+RQ,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023189442,10034927748,100022260012,100022260014,100022260015,100022260017,100022260018,100022260020,100022260021,100022260023,100022260026,100022260028,100022260030,100022260033,100022260035,100022260037,100022260039,100022260041,100022260043,100022260045,100022260047,100022260049,100022260051,100022260053,100022260055,100022260057,100022260059,100022260061,100022260063,100022260065,100022260067,100022260069,100022260071,100022260073,100022260075,100022260077,100022260079,100022260081,100022260083,100022260086,100022260088,100022260090,100022260091,100022260092,100022260094,100022260096,100022260098,100022260100,100022260102,100022260104,100022260106,100022260108,100022260110,100022260112,100022260114,100022260116,100022260118,100022260120,100022988089,100022988161",31.6505,E01003673,"Redbridge 007F",E02000757,"South Woodford High Road",E00018489,8,E14001167,"Chingford and Woodford Green",Terraced
E18 2LS,Yes,51.594930,0.024106,540301,190394,TQ403903,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",,,"Greater London","Redbridge","Redbridge 007G","Urban major conurbation",London,41,4,E01003674,,E02000757,"South Woodford High Road",E43000216,E00018496,E14000634,25801,1,0,2024-05-24,"South Woodford",0.459352,E,E18,"Metropolitan Police","Thames Water",9F32H2VF+XJ,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10025296319,10034921522,10034921523,10034921524,10034921525,10034921526,10090505089,10090505466,10090506098,10092036476,10094819946,10094819947,10094819948,10094820793,10094820794,10094820795,10094820796,10094820797",30.9547,E01003674,"Redbridge 007G",E02000757,"South Woodford High Road",E00018496,8,E14001334,"Leyton and Wanstead",Other
E18 2LW,Yes,51.595840,0.014475,539631,190477,TQ396904,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",1999-12-01,,"Redbridge, unparished area","",15,5,"Greater London","Redbridge","Redbridge 007F","Urban major conurbation",London,62,4,E01003673,,E02000757,"South Woodford High Road",E43000216,E00018480,E14000634,23653,1,0,2024-05-24,"South Woodford",1.04468,E,E18,"Metropolitan Police","Thames Water",9F32H2W7+8Q,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585173,10023774128,100022260007,100022260008,100022260009,100022260010,100023683419",31.5821,E01003673,"Redbridge 007F",E02000757,"South Woodford High Road",E00018480,8,E14001167,"Chingford and Woodford Green",Terraced
E18 2LY,Yes,51.595061,0.023205,540238,190407,TQ402904,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",19,9,"Greater London","Redbridge","Redbridge 007G","Urban major conurbation",London,44,4,E01003674,,E02000757,"South Woodford High Road",E43000216,E00018496,E14000634,25801,1,0,2024-05-24,"South Woodford",0.508882,E,E18,"Metropolitan Police","Thames Water",9F32H2WF+27,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023189410,10023189681,10023772128,10091777101,10091777102,10096146164,100022252442,100022252443,100022252444,100022252445,100022252446,100022252447,100022252448,100022252449,100022252450,100022252451,100022987307,100022987308,100022987708,100022987709,100022987710,100022987711,100022987712,100022987713,100022987833,100022987834,100022987835,100022988240,100022988246,100022988264,100022988277,100023683945",31.0159,E01003674,"Redbridge 007G",E02000757,"South Woodford High Road",E00018496,8,E14001334,"Leyton and Wanstead",Other
E18 2NA,Yes,51.595316,0.022465,540186,190434,TQ401904,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",18,9,"Greater London","Redbridge","Redbridge 007G","Urban major conurbation",London,46,4,E01003674,,E02000757,"South Woodford High Road",E43000216,E00018496,E14000634,25801,1,0,2024-05-24,"South Woodford",0.563811,E,E18,"Metropolitan Police","Thames Water",9F32H2WC+4X,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10015463400,10023189050,10023771416,10023774705,10023774706,10034922605,10034922606,10034922609,10090505800,10093038365,10093038832,10093039792,10093039793,10096146214,100022987313,100022987402,100022987403,100022987404,100022987714,100022987715,100022987716,100022987717,100022987718,100022988204",31.0743,E01003674,"Redbridge 007G",E02000757,"South Woodford High Road",E00018496,8,E14001334,"Leyton and Wanstead",Other
E18 2NE,Yes,51.596100,0.019742,539995,190516,TQ399905,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",14,6,"Greater London","Redbridge","Redbridge 007E","Urban major conurbation",London,51,4,E01003672,,E02000757,"South Woodford High Road",E43000216,E00018491,E14000634,16827,1,0,2024-05-24,"South Woodford",0.758836,E,E18,"Metropolitan Police","Thames Water",9F32H2W9+CV,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023190446,10023771162,10023772089,100022255366,100022255367,100022255368,100022255369,100022255370,100022255371",31.2807,E01003672,"Redbridge 007E",E02000757,"South Woodford High Road",E00018491,6,E14001167,"Chingford and Woodford Green",Terraced
E18 2NG,Yes,51.595920,0.018837,539933,190494,TQ399904,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",58,24,"Greater London","Redbridge","Redbridge 007E","Urban major conurbation",London,53,4,E01003672,,E02000757,"South Woodford High Road",E43000216,E00018491,E14000634,16827,1,0,2024-05-24,"South Woodford",0.794141,E,E18,"Metropolitan Police","Thames Water",9F32H2W9+9G,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023772283,10025173964,10096143083,10096146513,100022248595,100022248596,100022248597,100022248598,100022248599,100022248600,100022248601,100022248602,100022248603,100022248604,100022248605,100022248606,100022248607,100022248608,100022248609,100022248610,100022248611,100022248612,100022248613,100022248614,100022248615,100022248616,100022248617,100022248618,100023684758",31.3249,E01003672,"Redbridge 007E",E02000757,"South Woodford High Road",E00018491,6,E14001167,"Chingford and Woodford Green",Flat
E18 2NH,Yes,51.597368,0.018843,539929,190655,TQ399906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",85,30,"Greater London","Redbridge","Redbridge 007E","Urban major conurbation",London,57,4,E01003672,,E02000757,"South Woodford High Road",E43000216,E00018491,E14000634,16827,1,0,2024-05-24,"South Woodford",0.901214,E,E18,"Metropolitan Police","Thames Water",9F32H2W9+WG,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023772773,10025173962,10090502265,10090503659,10090504156,10093038798,10093038799,10094819142,10094819143,10094819494,10096146340,100022248492,100022248495,100022248498,100022248501,100022248504,100022248508,100022248509,100022248512,100022248515,100022248518,100022248521,100022248524,100022248527,100022248528,100022248531,100022248534,100022248537,100022248540,100022248544,100022248548,100022248549,100022248552,100022248555,100022248556,100022248557,100022248561,100022248562,100022248565,100022248568,100022248571,100022988090,200002789456",31.4048,E01003672,"Redbridge 007E",E02000757,"South Woodford High Road",E00018491,6,E14001167,"Chingford and Woodford Green",Semi-detached
E18 2NJ,Yes,51.597177,0.018346,539895,190633,TQ398906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",107,44,"Greater London","Redbridge","Redbridge 007E","Urban major conurbation",London,57,4,E01003672,,E02000757,"South Woodford High Road",E43000216,E00018491,E14000634,16827,1,0,2024-05-24,"South Woodford",0.910763,E,E18,"Metropolitan Police","Thames Water",9F32H2W9+V8,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023188842,10023189849,10023771264,10034909613,100022248494,100022248497,100022248500,100022248503,100022248507,100022248511,100022248514,100022248517,100022248520,100022248523,100022248526,100022248530,100022248533,100022248536,100022248539,100022248547,100022248551,100022248554,100022248564,100022248567,100022248570,100022248573,100022248575,100022248577,100022248579,100022248580,100022248581,100022248582,100022248583,100022248584,100022248585,100022248586,100022248587,100022248589,100022248590,100022248591,100022248592,100022248593,100022248594,100022987405,100022987719,100022987720,100022988092,100022988093",31.4239,E01003672,"Redbridge 007E",E02000757,"South Woodford High Road",E00018491,6,E14001167,"Chingford and Woodford Green",Semi-detached
E18 2NL,Yes,51.597063,0.017732,539853,190619,TQ398906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",124,51,"Greater London","Redbridge","Redbridge 007B","Urban major conurbation",London,58,4,E01003669,,E02000757,"South Woodford High Road",E43000216,E00018490,E14000634,29252,1,0,2024-05-24,"South Woodford",0.933688,E,E18,"Metropolitan Police","Thames Water",9F32H2W9+R3,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023188721,10023772686,10034927735,10034927736,10034927737,10034930993,100022255777,100022255778,100022255781,100022255782,100022255784,100022255787,100022255789,100022255791,100022255794,100022255796,100022255797,100022255799,100022255801,100022255804,100022255809,100022255811,100022255813,100022255815,100022255817,100022255818,100022255819,100022255820,100022255821,100022255822,100022255823,100022255825,100022255827,100022255829,100022255831,100022255834,100022255836,100022255838,100022255840,100022255843,100022255846,100022255848,100022255850,100022255852,100022255854,100022255856,100022255858,100022255860,100022255862,100022255863,100022255865,100022255866,100022255868,100022255870,100022987407,100022988169,100022988170,100023683409,100023683410",31.4543,E01003669,"Redbridge 007B",E02000757,"South Woodford High Road",E00018490,9,E14001167,"Chingford and Woodford Green",Flat
E18 2NN,Yes,51.597160,0.017234,539818,190629,TQ398906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Chingford and Woodford Green",1980-01-01,,"Redbridge, unparished area","",106,42,"Greater London","Redbridge","Redbridge 007B","Urban major conurbation",London,60,4,E01003669,,E02000757,"South Woodford High Road",E43000216,E00018490,E14000634,29252,1,0,2024-05-24,"South Woodford",0.966816,E,E18,"Metropolitan Police","Thames Water",9F32H2W8+VV,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023773132,10034909610,10034909611,10034930990,10094819215,10094819216,10094819217,10094819218,10094819219,10094819220,10094819221,100022255783,100022255788,100022255790,100022255792,100022255793,100022255795,100022255798,100022255800,100022255805,100022255808,100022255810,100022255812,100022255814,100022255816,100022255824,100022255826,100022255828,100022255830,100022255832,100022255833,100022255835,100022255837,100022255839,100022255841,100022255842,100022255844,100022255845,100022255847,100022255849,100022255851,100022255853,100022255855,100022255857,100022255859,100022255861,100022255867,100022255869,100022255871,100022255872,100022255873,100022987408,100022987410,100022987412",31.4895,E01003669,"Redbridge 007B",E02000757,"South Woodford High Road",E00018490,9,E14001167,"Chingford and Woodford Green",Terraced
